File Name: not saved
Channel 1: 'IndexForce', 77660 values, engineering units: V, no filters.
Channel 2: 'ThumbForce', 77660 values, engineering units: V, no filters.
Channel 3: 'dial', 77660 values, engineering units: V, no filters.
Channel 4: 'FCR_EMG', 77660 values, engineering units: V, no filters.
Channel 5: 'FCU_EMG', 77660 values, engineering units: V, no filters.
Channel 6: 'ECR_EMG', 77660 values, engineering units: V, no filters.
Channel 7: 'ECU_EMG', 77660 values, engineering units: V, no filters.

-0.1118	-0.0863	-0.1658	0.2085	-0.0871	0.5377	0.108
-0.1088	0.0285	-0.0511	0.0727	-0.0668	0.5655	0.2745
-0.054	0.0945	0.1395	0.2482	-0.0338	0.4792	0.4762
-0.0053	0.1342	0.2782	0.1297	-0.1035	0.1537	0.558
0.0187	0.2872	0.342	-0.0293	-0.1875	-0.0256	0.4417
0.018	0.1627	0.3825	0.021	-0.1726	-0.006	0.2632
-0.015	0.039	0.3082	-0.0653	-0.054	-0.039	0.099
-0.0046	0.0022	0.2235	0.1072	0.0247	0.012	-0.0225
-0.012	-0.2048	0.09	0.483	0.165	0.0232	-0.0825
-0.0623	-0.1545	0.0022	0.1822	0.342	-0.042	-0.033
-0.0653	-0.1253	-0.0091	-0.2745	0.381	-0.0015	0.0525
-0.0638	-0.1403	-0.0405	-0.1898	0.2212	-0.0083	0.1297
-0.045	-0.126	-0.0105	-0.1283	0.1207	-0.0098	0.1762
0.0067	-0.0683	0.0487	-0.0706	0.2295	-0.0383	0.045
0.0682	0.1305	0.0427	0.1582	0.2482	0.0247	-0.093
0.0262	0.129	0.0247	0.357	0.2782	0.1717	-0.1335
0.0052	0.018	0.132	0.1537	0.4372	0.2445	-0.1223
0.081	-0.0188	0.099	-0.2295	0.3712	0.324	-0.027
0.0562	0.2287	0.078	-0.3923	-0.0256	0.294	0.0457
0.0967	0.411	0.2377	-0.3773	-0.3698	0.21	0.024
0.1612	0.471	0.4612	-0.3818	-0.5318	0.03	-0.063
0.1425	0.4845	0.5475	-0.396	-0.5813	-0.1493	-0.0893
0.1447	0.225	0.4882	-0.0968	-0.42	-0.1995	-0.0706
0.0787	0.0682	0.3285	0.2715	-0.2213	-0.1381	-0.012
0.0225	-0.0713	0.1042	0.378	0.0217	0.1185	0.0157
0.0195	-0.183	-0.0323	0.39	0.2325	0.2775	0.048
0.0097	-0.18	-0.2041	0.1372	0.408	0.2955	0.1087
-0.0188	-0.1756	-0.2565	-0.1883	0.6015	0.384	0.096
-0.0195	-0.2333	-0.1455	-0.177	0.5767	0.4582	0.0832
-0.006	-0.3788	-0.147	0.033	0.4927	0.426	0.0825
-0.0165	-0.3428	-0.0765	0.111	0.3127	0.222	0.1192
0.0142	-0.1718	0.0907	-0.0833	-0.2085	-0.1238	0.1335
0.0825	0.1125	0.2047	-0.0743	-0.5701	-0.4073	0.1222
0.1372	0.4957	0.315	0.0442	-0.5363	-0.4988	0.165
0.1425	0.5797	0.294	-0.0585	-0.3863	-0.504	0.2632
0.1312	0.5257	0.2737	-0.135	-0.1733	-0.3473	0.3652
0.156	0.4747	0.3735	0.015	-0.06	-0.2648	0.2835
0.1522	0.4065	0.309	0.1942	-0.084	-0.3975	0.033
0.1072	0.2715	0.2557	0.357	-0.132	-0.3038	-0.1373
0.1005	0.0652	0.3292	0.5715	-0.0653	-0.0653	-0.1673
0.0675	-0.0495	0.1905	0.585	-0.006	0.126	-0.1523
0.0262	-0.1785	0.1335	0.3382	-0.099	0.1597	-0.1613
0.0142	-0.2955	0.0037	0.0592	-0.186	0.0825	-0.105
-0.0473	-0.2535	-0.147	-0.1515	-0.09	-0.117	-0.0173
-0.0495	-0.2423	-0.0068	-0.216	-0.0248	-0.3255	-0.0691
-0.0443	-0.3203	-0.0615	-0.0803	-0.1575	-0.447	-0.0653
-0.03	-0.24	-0.0361	-0.0593	-0.2895	-0.5985	-0.045
0.0772	0.0907	0.1425	-0.3518	-0.4178	-0.7185	-0.054
0.1095	0.3015	0.21	-0.7021	-0.462	-0.6908	-0.0871
0.0915	0.2835	0.267	-0.717	-0.4043	-0.4995	-0.1703
0.0952	0.2017	0.2715	-0.5468	-0.1021	-0.273	-0.1965
0.1192	0.366	0.2542	-0.2145	0.1425	-0.0608	-0.1756
0.075	0.369	0.2115	0.2077	0.2385	0.1162	-0.0885
0.0502	0.2902	0.237	0.0787	0.4815	0.1837	-0.0128
0.015	0.4567	0.2317	-0.099	0.6112	0.1237	0.0532
-0.0203	0.213	0.2182	-0.0046	0.651	0.1897	0.1132
-0.0053	0.012	0.2542	0.1612	0.6427	0.2722	0.2017
-0.0555	-0.1328	0.2137	0.3975	0.5715	0.324	0.21
-0.0511	-0.3345	0.1477	0.4132	0.3667	0.4072	0.0945
-0.0638	-0.2393	-0.0653	0.27	0.135	0.4027	0.0457
-0.0691	-0.189	-0.1118	0.2512	0.0367	0.372	0.0547
-0.0503	-0.0548	-0.0278	0.39	-0.0585	0.2212	0.0337
-0.0653	0.0007	-0.0398	0.2535	-0.153	0.21	-0.0495
-0.0788	-0.0346	-0.027	0.06	-0.2363	0.384	-0.0593
-0.1006	-0.1433	-0.0638	-0.0173	-0.1245	0.5295	-0.0863
-0.114	-0.1613	-0.1426	-0.0856	0.1432	0.6735	-0.1411
-0.129	-0.0578	-0.1455	-0.1028	0.507	0.6757	-0.117
-0.0833	0.0712	-0.0878	-0.0638	0.66	0.6495	-0.1545
-0.0503	0.3082	-0.0638	0.0285	0.3892	0.627	-0.1418
-0.0706	0.2362	-0.0158	0.1312	0.2257	0.5655	0.018
-0.0773	-0.0233	0.0697	0.2032	0.057	0.3817	0.057
-0.0645	-0.0788	0.2137	0.1335	-0.453	-0.0428	-0.0518
-0.024	-0.1245	0.4732	0.2827	-0.7456	-0.4748	0.0622
0.0142	-0.0638	0.5947	0.0405	-0.6765	-0.5993	0.2317
0.0007	0.174	0.5295	-0.582	-0.5348	-0.456	0.165
0.0067	0.1327	0.5857	-0.876	-0.3315	-0.3345	0.0322
0.0412	-0.0023	0.687	-0.9788	-0.3548	-0.375	-0.0375
0.0007	0.1927	0.5235	-0.4058	-0.3285	-0.3195	-0.0428
-0.0668	0.1192	0.252	0.261	-0.1868	-0.2843	-0.0645
-0.0698	0.0697	0.2265	0.4785	-0.1703	-0.3615	-0.0765
-0.0368	0.3375	0.3045	0.5317	-0.1215	-0.303	-0.0173
-0.0346	0.384	0.1515	0.2535	-0.0015	-0.1515	0.1267
-0.0436	0.2745	0.0637	-0.0105	0.2782	0.1402	0.3067
-0.0413	0.0517	-0.1043	0.2625	0.2415	0.3585	0.3375
-0.0713	0.114	-0.3345	0.4515	0.2272	0.6735	0.4042
-0.0788	0.237	-0.255	0.231	0.3892	0.8902	0.435
-0.0765	0.1237	-0.1628	0.0975	0.3082	0.621	0.2077
-0.1365	-0.0548	-0.0165	-0.1275	0.393	0.4267	-0.0405
-0.1515	-0.3765	0.2062	-0.378	0.3292	0.15	-0.1688
-0.0848	-0.3225	0.4815	-0.4635	0.0847	-0.5543	-0.222
-0.03	0.1035	0.7005	-0.462	-0.1253	-1.0605	-0.2026
0.036	0.2865	0.6495	-0.2768	-0.3833	-1.0718	-0.1305
-0.0053	0.231	0.447	-0.0818	-0.3855	-0.8033	-0.105
-0.0533	0.0735	0.276	0	-0.1403	-0.3848	-0.0975
-0.0263	-0.2063	0.1357	0.0705	-0.0413	-0.2093	-0.0908
-0.0368	-0.0533	0.0697	0.1747	-0.198	-0.1643	-0.0563
-0.0038	0.1687	0.1215	0.3457	-0.2355	0.0007	0.0187
-0.0361	0.0697	0.0442	0.396	-0.0353	0.1057	0.0652
-0.0473	0.1665	-0.0998	0.3105	0.1537	0.282	0.1927
-0.0503	0.0802	-0.1403	0.0247	0.2797	0.4132	0.2655
-0.09	-0.0773	-0.0983	-0.3068	0.4125	0.459	0.2287
-0.0563	-0.0555	-0.0075	-0.411	0.399	0.3442	0.2317
-0.0165	0.0397	0.0997	-0.5333	0.264	0.2415	0.1777
0.0615	0.291	0.2572	-0.4913	0.138	0.2745	0.033
0.096	0.276	0.2707	-0.1523	0.2272	0.2415	-0.1455
0.003	0.1852	0.1335	0.1845	0.3517	0.1747	-0.2925
-0.0518	0.1155	0.1665	0.3615	0.3187	0.0727	-0.3938
-0.0525	-0.1088	0.0802	0.396	0.3382	0.126	-0.3968
-0.0645	-0.2363	0.0345	0.339	0.156	0.234	-0.3158
-0.0706	-0.318	-0.0075	0.27	-0.0053	0.2317	-0.1785
-0.0691	-0.2258	0.0097	0.1815	-0.1125	0.123	-0.0046
-0.0383	-0.0383	0.06	0.237	-0.1553	0.036	0.1905
-0.048	-0.042	-0.0278	0.2422	0.0142	0.1297	0.3825
-0.0361	-0.0495	0.054	0.1275	0.1687	0.1455	0.3825
0.0022	0.0555	0.087	0.1395	0.183	0.1417	0.261
-0.0555	0.0382	0.0382	-0.0113	-0.0263	0.0525	0.2617
-0.0458	0.0052	0.0795	-0.231	-0.3015	-0.0413	0.2407
0.0105	0.1935	0.1365	-0.2026	-0.5408	0.0727	0.0825
0.0112	0.2962	0.15	-0.0256	-0.6405	-0.0263	-0.108
0.0435	0.2407	0.3015	-0.0728	-0.6765	-0.2468	-0.2978
0.0502	0.2835	0.4747	-0.1396	-0.5873	-0.39	-0.3945
0.0877	0.3405	0.6142	-0.2168	-0.2655	-0.336	-0.3975
0.1312	0.2175	0.669	-0.207	-0.0458	-0.2895	-0.3428
0.1012	0.0907	0.5385	-0.0046	-0.0083	-0.465	-0.2453
0.0637	0.0772	0.3712	0.081	-0.0046	-0.4275	-0.147
0.015	-0.0315	0.2047	0.2152	0.0825	-0.2513	-0.0383
-0.0113	-0.1223	0.069	0.1665	0.2512	-0.0105	0.0547
-0.0353	0.0345	-0.039	0.1695	0.5722	0.4035	0.096
-0.0548	0.087	-0.1553	0.1845	0.9277	0.7567	0.1537
-0.066	-0.0263	-0.2588	0.0082	0.8332	0.882	0.2805
-0.081	0.021	-0.219	-0.1125	0.4747	0.882	0.3652
-0.0285	0.0667	-0.1808	-0.0218	0.312	0.8565	0.4335
-0.0293	0.0097	-0.228	0.2452	0.084	0.6577	0.3645
-0.093	-0.1418	-0.2138	0.2122	-0.42	0.3157	0.1627
-0.0968	-0.2123	-0.09	0.0247	-0.669	-0.1478	0.123
-0.0555	-0.066	0.222	-0.0908	-0.3406	-0.3653	0.0765
0.0412	-0.0015	0.5782	-0.039	-0.2063	-0.42	-0.0443
0.111	0.0697	0.732	0.084	-0.2363	-0.5565	-0.1411
0.1342	0.1732	0.6757	0.1627	0.0772	-0.4928	-0.1853
0.0795	0.2505	0.5812	0.267	0.0967	-0.546	-0.156
0.0225	0.1275	0.513	0.2002	-0.3368	-0.666	-0.0878
0.045	0.0367	0.441	-0.1696	-0.6915	-0.8243	0.0022
0.0585	0.2122	0.3975	-0.4605	-0.6765	-0.8813	0.0195
0.054	0.204	0.297	-0.2851	-0.477	-0.6473	0.0322
0.0307	0.0982	0.2542	-0.0953	-0.2041	-0.4545	0.0217
0.0105	0.1042	0.2317	-0.0968	-0.0315	-0.3818	0.0045
0.006	0.2535	0.1327	-0.09	0.1597	-0.2348	0.0375
0.0127	0.2205	0.105	-0.1658	0.4815	-0.06	0.0547
-0.0293	0.126	0.0052	-0.3398	0.4785	0.0187	0.09
-0.0233	0.0675	-0.048	-0.1441	0.3592	0.2962	0.174
-0.0165	-0.0368	-0.231	0.0847	0.3127	0.549	0.2347
-0.0128	0.0982	-0.3203	0.2662	0.3592	0.7102	0.1732
0.0112	0.0697	-0.1298	0.408	0.4252	0.7972	0.1357
-0.0008	0.0037	-0.075	0.0757	0.4627	0.7957	0.165
0.0067	-0.0285	0.0135	-0.1898	0.483	0.7222	0.1747
-0.0038	-0.1035	0.1162	-0.243	0.4267	0.5205	0.195
0.003	-0.126	0.2347	-0.0871	0.2107	0.3975	0.126
-0.024	-0.2423	0.1545	0.1927	-0.1215	0.2475	-0.0113
-0.0233	-0.231	-0.006	0.4072	-0.0046	0.1875	-0.126
0.0435	-0.1598	-0.1043	0.1132	0.426	0.252	-0.1245
0.0225	-0.0023	-0.189	0.0735	0.594	0.207	-0.0788
-0.0158	0.1042	-0.2415	0.291	0.4335	0.249	-0.1088
-0.0683	-0.0091	-0.4021	0.0412	0.2827	0.4755	-0.1178
-0.0361	-0.1021	-0.2895	0.0967	-0.0361	0.4027	-0.135
0.0285	0.0037	-0.1125	-0.1283	-0.603	0.054	-0.1658
0.1447	0.2992	0.1087	-0.651	-0.9195	-0.2033	-0.2085
0.243	0.399	0.2632	-0.5865	-0.9293	-0.4193	-0.1696
0.12	0.4642	0.2437	-0.318	-0.7456	-0.5993	0
0.0315	0.4575	0.3682	-0.2018	-0.5761	-0.7185	0.1702
-0.0428	0.3195	0.3532	-0.0945	-0.2363	-0.54	0.2985
-0.1643	0.294	0.2955	-0.0173	0.0592	-0.0863	0.1942
-0.2573	0.009	0.3525	-0.105	0.0135	0.159	-0.0885
-0.2843	-0.2978	0.3532	-0.2468	0.2107	0.075	-0.375
-0.2348	-0.261	0.3532	-0.123	0.213	-0.0256	-0.51
-0.156	-0.3225	0.3502	0.0142	-0.1381	-0.1335	-0.4598
-0.0698	-0.2798	0.2377	0.1567	-0.2828	-0.2565	-0.3668
-0.0038	0.129	0.207	0.4822	-0.2738	-0.4545	-0.336
0.0015	0.2587	0.1717	0.6165	-0.183	-0.534	-0.2933
0.0397	0.1177	0.1072	0.4522	-0.0293	-0.4335	-0.1703
0.0772	0.2715	0.093	0.2497	0.0757	-0.3683	-0.0923
0.0397	0.0142	0.0247	0.063	0.0997	-0.0863	-0.0225
0.0285	-0.192	-0.0653	-0.1515	0.1582	0.0885	0.099
0.0307	0.1117	0.0472	-0.2003	0.1605	0.0907	0.2925
0.0675	0.285	0.1905	-0.1703	0.1567	0.051	0.42
0.0615	0.39	0.069	-0.1583	0.138	0.1507	0.3697
0.0195	0.3082	0.0952	-0.0908	0.0967	0.288	0.2677
0.027	0.234	0.1755	-0.0743	0.195	0.378	0.225
0.0187	0.1012	0.2557	0.0907	0.435	0.4507	0.2625
0.048	-0.0135	0.237	0.492	0.6037	0.4237	0.3082
0.1215	0.0097	0.138	0.6907	0.654	0.3877	0.246
0.144	-0.1013	0.078	0.4432	0.6577	0.2925	0.0885
0.084	-0.1335	-0.0698	0.1192	0.5325	0.4177	-0.0488
0.0315	-0.2408	-0.1703	0.0195	0.213	0.4447	-0.0368
-0.0248	-0.3503	-0.1635	-0.1193	-0.2603	0.2062	0.0442
-0.066	-0.3053	-0.015	-0.297	-0.5625	0.0112	0.1222
-0.0683	-0.1785	0.1552	-0.4815	-0.669	-0.129	0.1395
-0.081	-0.0623	0.3292	-0.5213	-0.582	-0.252	0.0345
-0.0765	-0.0383	0.3472	-0.3938	-0.4515	-0.3233	-0.0278
-0.0848	0.0082	0.1687	-0.0608	-0.3406	-0.1021	0.0007
-0.0668	0.0757	0.051	0.228	-0.0323	0.171	0.099
-0.0721	0.132	-0.0091	0.255	0.228	0.408	0.171
-0.045	0.2415	-0.0405	0.2407	0.2385	0.5077	0.0915
-0.0128	0.2805	0.0607	0.084	0.183	0.4267	0.045
0.0195	0.2077	0.1417	0.0817	0.1177	0.306	0.0675
0.078	0.1275	0.15	0.0547	0.0082	0.0412	0.0817
0.087	0.0232	0.3015	-0.006	-0.0721	-0.21	0.1425
0.135	-0.033	0.3765	0.0405	-0.1628	-0.54	0.156
0.159	-0.0368	0.3007	0.1297	-0.0143	-0.4965	0.0795
0.243	-0.0533	0.255	0.2767	0.2287	-0.1995	0.015
0.378	-0.003	0.195	0.3675	0.2115	-0.099	0.0105
0.3802	-0.0083	0.141	0.2175	0.1852	0.0277	-0.0413
0.2962	-0.168	0.09	0.0112	0.1312	0.0007	-0.1598
0.111	-0.2618	0.126	-0.0668	-0.027	-0.0353	-0.2348
-0.0833	-0.0443	0.2085	-0.36	-0.1568	-0.0825	-0.2468
-0.1935	0.2077	0.1612	-0.3743	-0.1155	-0.1073	-0.1665
-0.3675	0.3435	0.153	-0.114	0.051	-0.006	-0.075
-0.4808	0.2535	0.087	-0.1268	0.1027	0.0615	-0.0473
-0.3623	0.2242	0.045	-0.2851	0.2835	0.1545	-0.012
-0.192	0.4147	0.0442	-0.2633	0.5092	0.3187	-0.0023
-0.1021	0.354	0.072	-0.1411	0.5542	0.4072	0.0292
-0.0233	0.2355	0.192	-0.0315	0.522	0.357	0.0915
0.0435	0.0607	0.2332	0.0862	0.36	0.3712	0.1912
0.12	-0.081	0.285	0.126	-0.108	0.2317	0.219
0.195	-0.0383	0.258	0.093	-0.5363	-0.0863	0.0157
0.2805	-0.0615	0.3405	0.0292	-0.7103	-0.3668	-0.0923
0.417	0.1365	0.4612	0.0187	-0.6728	-0.3315	-0.0788
0.4057	0.243	0.225	0.1245	-0.3391	-0.0728	0.0322
0.24	0.2077	-0.0046	0.3652	-0.2063	-0.054	0.1882
0.1072	0.1702	-0.0915	0.741	-0.1328	0.006	0.1155
-0.078	0.1072	-0.2663	0.5812	0.0802	0.2512	0.03
-0.2228	0.1897	-0.237	0.0592	0.0772	0.3922	-0.0361
-0.315	0.0577	-0.1365	-0.1838	-0.1455	0.1792	-0.0608
-0.3391	-0.1268	0.0592	-0.6533	-0.2806	-0.1815	-0.0765
0.036	-0.0668	0.4095	-0.894	-0.1726	-0.3225	-0.1508
0.702	0.1657	0.5377	-0.6953	-0.081	-0.453	-0.1845
1.0425	0.5865	0.6945	-0.4185	-0.0338	-0.654	-0.1868
0.8467	0.8707	0.6262	-0.1185	0.09	-0.6323	-0.114
0.3735	0.6697	0.2497	0.1657	0.1132	-0.4995	-0.0668
-0.0953	0.18	0.2535	0.2535	-0.0436	-0.321	0.0405
-0.5925	-0.0181	0.2985	0.297	-0.1223	-0.1365	0.198
-1.101	-0.1823	0.1777	0.501	-0.2468	-0.0728	0.2452
-1.2008	-0.3878	0.1447	0.219	-0.1411	0.0262	0.18
-1.0133	-0.5648	0.0247	-0.108	0.1972	0.1162	0.2152
-0.6608	-0.675	-0.021	-0.3075	0.4732	0.1597	0.3345
-0.2026	-0.3225	0.0502	-0.2603	0.7117	0.2317	0.255
0.0375	-0.0353	0.1612	-0.1035	0.5602	0.2767	0.0375
0.1005	0.0165	0.0637	-0.0323	0.213	0.1327	-0.1388
0.1042	0.0825	0.0847	0.0532	-0.0825	-0.081	-0.2018
0.2017	-0.0053	0.0967	-0.039	-0.2423	-0.0706	-0.216
0.2977	-0.0195	0.0555	0.0502	-0.2303	0.0202	-0.2415
0.2565	0.0825	0.0315	-0.1463	-0.1515	0.1612	-0.1913
0.219	0.2707	-0.0443	-0.1253	0.1117	0.2655	-0.1103
0.2475	0.381	0.168	0.0637	0.324	0.282	-0.0278
0.3195	0.2542	0.3112	0.0975	0.351	0.3765	0.0907
0.3412	0.0847	0.3502	0.1912	0.393	0.3915	0.012
0.294	-0.1411	0.1875	0.1057	0.6202	0.5617	-0.1013
0.1515	-0.3428	0.1087	0.177	0.6885	0.6675	-0.0728
0.0285	-0.4815	0.1132	0.4402	0.507	0.5872	-0.0338
-0.0773	-0.6143	0.054	0.537	0.2865	0.4215	-0.0046
-0.1898	-0.5198	0.0825	0.4297	-0.1343	0.1095	-0.0293
-0.1748	-0.3668	0.0915	0.5077	-0.6638	-0.2026	-0.0181
-0.0668	-0.09	0.1837	0.4327	-0.9803	-0.6053	0.0045
-0.0593	0.1035	0.18	0.1695	-0.948	-0.8018	0.0397
-0.012	0.0645	0.2445	-0.0878	-0.927	-0.8438	0.0907
0.1642	0.3037	0.2602	-0.3938	-0.7358	-0.7763	0.0697
0.2715	0.4995	0.0952	-0.3698	-0.3075	-0.48	0.0097
0.3727	0.4365	0.024	-0.177	-0.1411	-0.2085	-0.027
0.6622	0.4725	-0.081	-0.1433	-0.0525	0.0135	-0.0383
