start_time_ms, observed_ms, relative_trial_time_ms,x,y,z,rot_x,rot_y,rot_z,hmd_x,hmd_y,hmd_z,wheel_angle_degrees
1058111,1058122,11.12500000,1.2629,1.2479,1.2554,1.9127,44.8733,358.2618,0.0000,0.0000,0.0000,45.6116
1058111,1058133,22.12500000,1.2627,1.2483,1.2558,1.9180,44.1367,358.2691,0.0000,0.0000,0.0000,44.8733
1058111,1058144,33.25000000,1.2627,1.2483,1.2559,1.9186,43.3102,358.2719,0.0000,0.0000,0.0000,44.1367
1058111,1058156,44.50000000,1.2626,1.2478,1.2556,1.9248,42.3695,358.3306,0.0000,0.0000,0.0000,43.3102
1058111,1058167,55.62500000,1.2623,1.2484,1.2561,1.9028,41.4804,358.3266,0.0000,0.0000,0.0000,42.3695
1058111,1058178,66.75000000,1.2622,1.2485,1.2562,1.9118,40.4415,358.3023,0.0000,0.0000,0.0000,41.4804
1058111,1058189,77.87500000,1.2619,1.2477,1.2563,1.8659,39.3047,358.3082,0.0000,0.0000,0.0000,40.4415
1058111,1058200,89.00000000,1.2619,1.2485,1.2562,1.8578,38.1938,358.3998,0.0000,0.0000,0.0000,39.3047
1058111,1058211,100.00000000,1.2617,1.2480,1.2564,1.8342,36.8126,358.3747,0.0000,0.0000,0.0000,38.1938
1058111,1058222,111.12500000,1.2615,1.2483,1.2567,1.7815,35.4703,358.4201,0.0000,0.0000,0.0000,36.8126
1058111,1058233,122.25000000,1.2613,1.2472,1.2567,1.7628,34.0293,358.4262,0.0000,0.0000,0.0000,35.4703
1058111,1058245,133.37500000,1.2612,1.2480,1.2569,1.7637,32.4532,358.4144,0.0000,0.0000,0.0000,34.0293
1058111,1058256,144.50000000,1.2612,1.2488,1.2574,1.6706,30.8406,358.4950,0.0000,0.0000,0.0000,32.4532
1058111,1058267,155.62500000,1.2611,1.2484,1.2572,1.6508,29.1159,358.5041,0.0000,0.0000,0.0000,30.8406
1058111,1058278,166.75000000,1.2611,1.2483,1.2575,1.6213,27.2890,358.4640,0.0000,0.0000,0.0000,29.1159
1058111,1058289,177.87500000,1.2611,1.2487,1.2578,1.4882,25.3845,358.5685,0.0000,0.0000,0.0000,27.2890
1058111,1058300,188.87500000,1.2609,1.2472,1.2577,1.4537,23.5452,358.5815,0.0000,0.0000,0.0000,25.3845
1058111,1058311,200.00000000,1.2607,1.2496,1.2577,1.4675,21.5907,358.5738,0.0000,0.0000,0.0000,23.5452
1058111,1058322,211.12500000,1.2597,1.2472,1.2576,1.3510,19.5492,358.5880,0.0000,0.0000,0.0000,21.5907
1058111,1058333,222.25000000,1.2593,1.2474,1.2577,1.3511,17.4689,358.5576,0.0000,0.0000,0.0000,19.5492
1058111,1058345,233.37500000,1.2590,1.2488,1.2576,1.2755,15.2790,358.6078,0.0000,0.0000,0.0000,17.4689
1058111,1058356,244.50000000,1.2589,1.2492,1.2578,1.1662,13.1446,358.6923,0.0000,0.0000,0.0000,15.2790
1058111,1058367,255.62500000,1.2586,1.2490,1.2580,1.0755,10.9002,358.7081,0.0000,0.0000,0.0000,13.1446
1058111,1058378,266.62500000,1.2585,1.2489,1.2581,1.1098,8.6839,358.6626,0.0000,0.0000,0.0000,10.9002
1058111,1058389,277.75000000,1.2576,1.2479,1.2580,1.0413,6.3936,358.6934,0.0000,0.0000,0.0000,8.6839
1058111,1058400,288.87500000,1.2574,1.2476,1.2583,0.9274,4.1308,358.7178,0.0000,0.0000,0.0000,6.3936
1058111,1058411,300.00000000,1.2569,1.2490,1.2581,0.9345,1.7355,358.7155,0.0000,0.0000,0.0000,4.1308
1058111,1058422,311.12500000,1.2570,1.2493,1.2581,0.8530,359.4311,358.8409,0.0000,0.0000,0.0000,1.7355
1058111,1058433,322.25000000,1.2566,1.2503,1.2584,0.6942,357.1581,358.8411,0.0000,0.0000,0.0000,359.4311
1058111,1058445,333.37500000,1.2564,1.2498,1.2584,0.7160,354.7914,358.8620,0.0000,0.0000,0.0000,357.1581
1058111,1058456,344.50000000,1.2565,1.2491,1.2580,0.6597,352.4872,359.0288,0.0000,0.0000,0.0000,354.7914
1058111,1058467,355.50000000,1.2562,1.2490,1.2585,0.5501,350.3181,359.0015,0.0000,0.0000,0.0000,352.4872
1058111,1058478,366.62500000,1.2561,1.2489,1.2584,0.5555,348.1097,359.0187,0.0000,0.0000,0.0000,350.3181
1058111,1058489,377.75000000,1.2551,1.2476,1.2579,0.5665,346.0155,359.1526,0.0000,0.0000,0.0000,348.1097
1058111,1058500,388.87500000,1.2550,1.2467,1.2575,0.4764,343.8965,359.2219,0.0000,0.0000,0.0000,346.0155
1058111,1058511,400.00000000,1.2545,1.2498,1.2570,0.4996,341.8942,359.2191,0.0000,0.0000,0.0000,343.8965
1058111,1058522,411.12500000,1.2541,1.2491,1.2571,0.4389,339.9600,359.2641,0.0000,0.0000,0.0000,341.8942
1058111,1058533,422.25000000,1.2538,1.2488,1.2569,0.4792,338.2133,359.3635,0.0000,0.0000,0.0000,339.9600
1058111,1058544,433.25000000,1.2536,1.2496,1.2566,0.5304,336.4293,359.2616,0.0000,0.0000,0.0000,338.2133
1058111,1058556,444.37500000,1.2534,1.2499,1.2566,0.5332,334.6690,359.3862,0.0000,0.0000,0.0000,336.4293
1058111,1058567,455.50000000,1.2532,1.2498,1.2563,0.4894,332.9609,359.4274,0.0000,0.0000,0.0000,334.6690
1058111,1058578,466.62500000,1.2534,1.2500,1.2562,0.5854,331.3121,359.4018,0.0000,0.0000,0.0000,332.9609
1058111,1058589,477.75000000,1.2532,1.2498,1.2563,0.5455,329.5948,359.4876,0.0000,0.0000,0.0000,331.3121
1058111,1058600,488.87500000,1.2532,1.2490,1.2562,0.6000,327.9879,359.5394,0.0000,0.0000,0.0000,329.5948
1058111,1058611,500.00000000,1.2535,1.2503,1.2562,0.5660,326.4198,359.6086,0.0000,0.0000,0.0000,327.9879
1058111,1058622,511.12500000,1.2533,1.2499,1.2564,0.5985,324.8192,359.6317,0.0000,0.0000,0.0000,326.4198
1058111,1058633,522.12500000,1.2532,1.2500,1.2560,0.6011,323.2834,359.6995,0.0000,0.0000,0.0000,324.8192
1058111,1058644,533.25000000,1.2526,1.2490,1.2556,0.6179,321.8358,359.8490,0.0000,0.0000,0.0000,323.2834
1058111,1058656,544.50000000,1.2523,1.2492,1.2557,0.6233,320.3448,359.8761,0.0000,0.0000,0.0000,321.8358
1058111,1058667,555.62500000,1.2520,1.2503,1.2554,0.6431,318.8304,359.9474,0.0000,0.0000,0.0000,320.3448
1058111,1058678,566.75000000,1.2519,1.2493,1.2552,0.6751,317.3127,0.0369,0.0000,0.0000,0.0000,318.8304
1058111,1058689,577.87500000,1.2516,1.2496,1.2550,0.6353,315.6370,0.0472,0.0000,0.0000,0.0000,317.3127
1058111,1058700,589.00000000,1.2514,1.2499,1.2548,0.6545,313.9798,0.0995,0.0000,0.0000,0.0000,315.6370
1058111,1058711,600.00000000,1.2514,1.2502,1.2546,0.6883,312.4797,0.2387,0.0000,0.0000,0.0000,313.9798
1058111,1058722,611.12500000,1.2512,1.2502,1.2544,0.6984,310.9136,0.2591,0.0000,0.0000,0.0000,312.4797
1058111,1058733,622.25000000,1.2511,1.2494,1.2542,0.7187,309.2596,0.2572,0.0000,0.0000,0.0000,310.9136
1058111,1058745,633.37500000,1.2512,1.2501,1.2540,0.7709,307.6500,0.4089,0.0000,0.0000,0.0000,309.2596
1058111,1058756,644.50000000,1.2509,1.2500,1.2538,0.7861,305.9937,0.4485,0.0000,0.0000,0.0000,307.6500
1058111,1058767,655.62500000,1.2508,1.2502,1.2535,0.7903,304.2699,0.4724,0.0000,0.0000,0.0000,305.9937
1058111,1058778,666.75000000,1.2507,1.2508,1.2531,0.8277,302.5805,0.5844,0.0000,0.0000,0.0000,304.2699
1058111,1058789,677.87500000,1.2507,1.2508,1.2531,0.8277,302.5805,0.5844,0.0000,0.0000,0.0000,304.2699
1058111,1058800,688.87500000,1.2505,1.2488,1.2529,0.9372,299.1312,0.5974,0.0000,0.0000,0.0000,300.8499
1058111,1058811,700.00000000,1.2506,1.2494,1.2527,0.9780,297.3984,0.7150,0.0000,0.0000,0.0000,299.1312
1058111,1058822,711.12500000,1.2502,1.2493,1.2527,1.0232,295.6561,0.7298,0.0000,0.0000,0.0000,297.3984
1058111,1058833,722.25000000,1.2500,1.2493,1.2523,1.0443,293.8614,0.7241,0.0000,0.0000,0.0000,295.6561
1058111,1058845,733.37500000,1.2505,1.2503,1.2523,1.0444,292.0280,0.8197,0.0000,0.0000,0.0000,293.8614
1058111,1058856,744.50000000,1.2505,1.2502,1.2518,1.0922,290.1336,0.8240,0.0000,0.0000,0.0000,292.0280
1058111,1058867,755.62500000,1.2505,1.2505,1.2516,1.1048,288.2201,0.8531,0.0000,0.0000,0.0000,290.1336
1058111,1058878,766.62500000,1.2504,1.2498,1.2513,1.1972,286.3421,0.9521,0.0000,0.0000,0.0000,288.2201
1058111,1058889,777.75000000,1.2502,1.2503,1.2511,1.2520,284.4323,0.9484,0.0000,0.0000,0.0000,286.3421
1058111,1058900,788.87500000,1.2502,1.2496,1.2508,1.2617,282.4861,1.0054,0.0000,0.0000,0.0000,284.4323
1058111,1058911,800.00000000,1.2499,1.2488,1.2503,1.3623,280.5561,0.9896,0.0000,0.0000,0.0000,282.4861
1058111,1058922,811.12500000,1.2498,1.2490,1.2500,1.3763,278.5239,1.0232,0.0000,0.0000,0.0000,280.5561
1058111,1058933,822.25000000,1.2497,1.2491,1.2497,1.4077,276.4605,1.0624,0.0000,0.0000,0.0000,278.5239
1058111,1058945,833.37500000,1.2498,1.2492,1.2494,1.4747,274.4072,1.1094,0.0000,0.0000,0.0000,276.4605
1058111,1058956,844.50000000,1.2497,1.2495,1.2492,1.5307,272.3398,1.1321,0.0000,0.0000,0.0000,274.4072
1058111,1058967,855.50000000,1.2497,1.2493,1.2488,1.5760,270.3182,1.1895,0.0000,0.0000,0.0000,272.3398
1058111,1058978,866.62500000,1.2496,1.2484,1.2485,1.6129,268.2905,1.2264,0.0000,0.0000,0.0000,270.3182
1058111,1058989,877.75000000,1.2496,1.2485,1.2484,1.7103,266.1870,1.1859,0.0000,0.0000,0.0000,268.2905
1058111,1059000,888.87500000,1.2496,1.2478,1.2481,1.7658,264.0688,1.2330,0.0000,0.0000,0.0000,266.1870
1058111,1059011,900.00000000,1.2506,1.2500,1.2480,1.7102,261.9202,1.3411,0.0000,0.0000,0.0000,264.0688
1058111,1059022,911.12500000,1.2507,1.2497,1.2479,1.8015,259.7057,1.3248,0.0000,0.0000,0.0000,261.9202
1058111,1059033,922.25000000,1.2510,1.2494,1.2476,1.8222,257.4583,1.3764,0.0000,0.0000,0.0000,259.7057
1058111,1059044,933.25000000,1.2509,1.2486,1.2473,1.8759,255.3880,1.4621,0.0000,0.0000,0.0000,257.4583
1058111,1059056,944.37500000,1.2509,1.2486,1.2474,1.9665,253.1668,1.4422,0.0000,0.0000,0.0000,255.3880
1058111,1059067,955.50000000,1.2509,1.2497,1.2470,1.9616,250.9840,1.4821,0.0000,0.0000,0.0000,253.1668
1058111,1059078,966.62500000,1.2507,1.2487,1.2467,1.9779,248.9172,1.5227,0.0000,0.0000,0.0000,250.9840
1058111,1059089,977.75000000,1.2508,1.2489,1.2464,2.0929,246.7157,1.4903,0.0000,0.0000,0.0000,248.9172
1058111,1059100,988.87500000,1.2508,1.2495,1.2464,2.0859,244.5546,1.5993,0.0000,0.0000,0.0000,246.7157
1058111,1059111,1000.00000000,1.2501,1.2482,1.2455,2.1775,242.4526,1.5967,0.0000,0.0000,0.0000,244.5546
1058111,1059122,1011.12500000,1.2503,1.2477,1.2451,2.2633,240.3591,1.5593,0.0000,0.0000,0.0000,242.4526
1058111,1059133,1022.12500000,1.2500,1.2489,1.2456,2.2476,238.3571,1.5646,0.0000,0.0000,0.0000,240.3591
1058111,1059144,1033.25000000,1.2505,1.2500,1.2457,2.1940,236.4487,1.6194,0.0000,0.0000,0.0000,238.3571
1058111,1059156,1044.50000000,1.2512,1.2504,1.2446,2.2836,234.4496,1.5289,0.0000,0.0000,0.0000,236.4487
1058111,1059167,1055.62500000,1.2516,1.2499,1.2445,2.2722,232.5070,1.5385,0.0000,0.0000,0.0000,234.4496
1058111,1059178,1066.75000000,1.2518,1.2502,1.2444,2.2382,230.6118,1.5162,0.0000,0.0000,0.0000,232.5070
1058111,1059189,1077.87500000,1.2522,1.2500,1.2440,2.2808,228.6497,1.4577,0.0000,0.0000,0.0000,230.6118
1058111,1059200,1089.00000000,1.2526,1.2493,1.2437,2.3031,226.7785,1.3627,0.0000,0.0000,0.0000,228.6497
1058111,1059211,1100.00000000,1.2522,1.2469,1.2433,2.4047,224.9903,1.4234,0.0000,0.0000,0.0000,226.7785
1058111,1059222,1111.12500000,1.2525,1.2471,1.2432,2.4444,223.0599,1.3393,0.0000,0.0000,0.0000,224.9903
1058111,1059233,1122.25000000,1.2523,1.2484,1.2429,2.3907,221.2875,1.3636,0.0000,0.0000,0.0000,223.0599
1058111,1059245,1133.37500000,1.2528,1.2489,1.2428,2.4940,219.5359,1.3920,0.0000,0.0000,0.0000,221.2875
1058111,1059256,1144.50000000,1.2529,1.2476,1.2428,2.5361,217.6947,1.2639,0.0000,0.0000,0.0000,219.5359
1058111,1059267,1155.62500000,1.2532,1.2494,1.2424,2.5751,215.9314,1.3504,0.0000,0.0000,0.0000,217.6947
1058111,1059278,1166.75000000,1.2534,1.2490,1.2422,2.5076,214.1234,1.2549,0.0000,0.0000,0.0000,215.9314
1058111,1059289,1177.87500000,1.2537,1.2491,1.2423,2.5465,212.2620,1.2403,0.0000,0.0000,0.0000,214.1234
1058111,1059300,1188.87500000,1.2539,1.2496,1.2420,2.5612,210.4316,1.1659,0.0000,0.0000,0.0000,212.2620
1058111,1059311,1200.00000000,1.2539,1.2479,1.2417,2.6019,208.6450,1.1770,0.0000,0.0000,0.0000,210.4316
1058111,1059322,1211.12500000,1.2541,1.2486,1.2419,2.5899,206.8153,1.1497,0.0000,0.0000,0.0000,208.6450
1058111,1059333,1222.25000000,1.2543,1.2482,1.2417,2.6525,205.0650,1.0361,0.0000,0.0000,0.0000,206.8153
1058111,1059345,1233.37500000,1.2550,1.2488,1.2417,2.7233,203.2435,1.0389,0.0000,0.0000,0.0000,205.0650
1058111,1059356,1244.50000000,1.2552,1.2491,1.2418,2.7512,201.3875,1.0008,0.0000,0.0000,0.0000,203.2435
1058111,1059367,1255.62500000,1.2557,1.2500,1.2417,2.7485,199.6200,0.9482,0.0000,0.0000,0.0000,201.3875
1058111,1059378,1266.62500000,1.2556,1.2484,1.2415,2.7550,197.8235,0.9738,0.0000,0.0000,0.0000,199.6200
1058111,1059389,1277.75000000,1.2559,1.2474,1.2415,2.7699,196.0409,0.9415,0.0000,0.0000,0.0000,197.8235
1058111,1059400,1288.87500000,1.2562,1.2481,1.2414,2.8343,194.2195,0.8503,0.0000,0.0000,0.0000,196.0409
1058111,1059411,1300.00000000,1.2562,1.2481,1.2414,2.8343,194.2195,0.8503,0.0000,0.0000,0.0000,196.0409
1058111,1059422,1311.12500000,1.2568,1.2476,1.2414,2.9509,190.5303,0.8826,0.0000,0.0000,0.0000,192.4104
1058111,1059433,1322.25000000,1.2570,1.2485,1.2412,3.0166,188.7236,0.7601,0.0000,0.0000,0.0000,190.5303
1058111,1059445,1333.37500000,1.2571,1.2475,1.2411,3.0467,186.8482,0.7876,0.0000,0.0000,0.0000,188.7236
1058111,1059456,1344.50000000,1.2573,1.2480,1.2412,3.0654,184.9883,0.7020,0.0000,0.0000,0.0000,186.8482
1058111,1059467,1355.50000000,1.2575,1.2484,1.2412,3.0655,183.1309,0.6826,0.0000,0.0000,0.0000,184.9883
1058111,1059478,1366.62500000,1.2579,1.2489,1.2413,3.2233,181.3510,0.5769,0.0000,0.0000,0.0000,183.1309
1058111,1059489,1377.75000000,1.2583,1.2485,1.2413,3.2192,179.4758,0.5343,0.0000,0.0000,0.0000,181.3510
1058111,1059500,1388.87500000,1.2583,1.2485,1.2413,3.2192,179.4758,0.5343,0.0000,0.0000,0.0000,181.3510
1058111,1059511,1400.00000000,1.2592,1.2489,1.2415,3.3963,175.7047,0.3396,0.0000,0.0000,0.0000,177.5852
1058111,1059522,1411.12500000,1.2594,1.2484,1.2416,3.3909,173.8165,0.2767,0.0000,0.0000,0.0000,175.7047
1058111,1059533,1422.25000000,1.2594,1.2484,1.2416,3.3909,173.8165,0.2767,0.0000,0.0000,0.0000,175.7047
1058111,1059544,1433.25000000,1.2597,1.2483,1.2417,3.4132,171.9435,0.2085,0.0000,0.0000,0.0000,173.8165
1058111,1059556,1444.37500000,1.2595,1.2473,1.2415,3.3974,170.0221,0.1540,0.0000,0.0000,0.0000,171.9435
1058111,1059567,1455.50000000,1.2599,1.2472,1.2417,3.4283,168.1665,0.0400,0.0000,0.0000,0.0000,170.0221
1058111,1059578,1466.62500000,1.2598,1.2476,1.2416,3.4654,166.2180,0.0023,0.0000,0.0000,0.0000,168.1665
1058111,1059589,1477.75000000,1.2605,1.2482,1.2418,3.4679,162.4099,359.8285,0.0000,0.0000,0.0000,164.3267
1058111,1059600,1488.87500000,1.2605,1.2482,1.2418,3.4679,162.4099,359.8285,0.0000,0.0000,0.0000,164.3267
1058111,1059611,1500.00000000,1.2615,1.2496,1.2418,3.3729,158.6991,359.7390,0.0000,0.0000,0.0000,160.5302
1058111,1059622,1511.12500000,1.2618,1.2502,1.2421,3.3654,156.7732,359.6899,0.0000,0.0000,0.0000,158.6991
1058111,1059633,1522.12500000,1.2618,1.2502,1.2421,3.3654,156.7732,359.6899,0.0000,0.0000,0.0000,158.6991
1058111,1059644,1533.25000000,1.2622,1.2488,1.2425,3.4405,153.0995,359.5555,0.0000,0.0000,0.0000,154.9119
1058111,1059656,1544.50000000,1.2625,1.2492,1.2426,3.3170,151.2671,359.5119,0.0000,0.0000,0.0000,153.0995
1058111,1059667,1555.62500000,1.2625,1.2492,1.2426,3.3170,151.2671,359.5119,0.0000,0.0000,0.0000,153.0995
1058111,1059678,1566.75000000,1.2625,1.2467,1.2430,3.3771,147.6563,359.4092,0.0000,0.0000,0.0000,149.4475
1058111,1059689,1577.87500000,1.2625,1.2467,1.2430,3.3771,147.6563,359.4092,0.0000,0.0000,0.0000,149.4475
1058111,1059700,1589.00000000,1.2629,1.2467,1.2431,3.2908,145.7767,359.3278,0.0000,0.0000,0.0000,147.6563
1058111,1059711,1600.00000000,1.2630,1.2470,1.2433,3.3819,143.7944,359.3395,0.0000,0.0000,0.0000,145.7767
1058111,1059722,1611.12500000,1.2635,1.2473,1.2440,3.3703,141.8852,359.1695,0.0000,0.0000,0.0000,143.7944
1058111,1059733,1622.25000000,1.2636,1.2476,1.2442,3.4040,139.9564,359.1213,0.0000,0.0000,0.0000,141.8852
1058111,1059745,1633.37500000,1.2637,1.2487,1.2444,3.4230,137.9920,358.9930,0.0000,0.0000,0.0000,139.9564
1058111,1059756,1644.50000000,1.2637,1.2487,1.2444,3.4230,137.9920,358.9930,0.0000,0.0000,0.0000,139.9564
1058111,1059767,1655.62500000,1.2644,1.2484,1.2440,3.2077,133.7934,358.9271,0.0000,0.0000,0.0000,137.9920
1058111,1059778,1666.75000000,1.2645,1.2477,1.2444,3.1894,129.5638,358.7057,0.0000,0.0000,0.0000,131.6664
1058111,1059789,1677.87500000,1.2643,1.2484,1.2450,3.0661,127.3391,358.7559,0.0000,0.0000,0.0000,129.5638
1058111,1059800,1688.87500000,1.2646,1.2483,1.2455,3.0743,125.1202,358.6792,0.0000,0.0000,0.0000,127.3391
1058111,1059811,1700.00000000,1.2651,1.2475,1.2460,3.0401,122.8824,358.6430,0.0000,0.0000,0.0000,125.1202
1058111,1059822,1711.12500000,1.2652,1.2470,1.2463,3.1080,120.8028,358.4105,0.0000,0.0000,0.0000,122.8824
1058111,1059833,1722.25000000,1.2653,1.2469,1.2462,3.0037,118.3690,358.3052,0.0000,0.0000,0.0000,120.8028
1058111,1059845,1733.37500000,1.2657,1.2461,1.2472,2.9099,115.9371,358.1994,0.0000,0.0000,0.0000,118.3690
1058111,1059856,1744.50000000,1.2657,1.2429,1.2475,2.8177,113.6084,358.1034,0.0000,0.0000,0.0000,115.9371
1058111,1059867,1755.62500000,1.2652,1.2444,1.2475,2.8479,111.1219,358.2498,0.0000,0.0000,0.0000,113.6084
1058111,1059878,1766.62500000,1.2652,1.2444,1.2475,2.8479,111.1219,358.2498,0.0000,0.0000,0.0000,113.6084
1058111,1059889,1777.75000000,1.2657,1.2452,1.2482,2.5703,106.1461,358.1746,0.0000,0.0000,0.0000,108.6525
1058111,1059900,1788.87500000,1.2657,1.2452,1.2482,2.5703,106.1461,358.1746,0.0000,0.0000,0.0000,108.6525
1058111,1059911,1800.00000000,1.2655,1.2481,1.2483,2.6225,101.2097,358.0644,0.0000,0.0000,0.0000,103.6298
1058111,1059922,1811.12500000,1.2653,1.2464,1.2488,2.4291,98.5421,358.0845,0.0000,0.0000,0.0000,101.2097
1058111,1059933,1822.25000000,1.2653,1.2464,1.2488,2.4291,98.5421,358.0845,0.0000,0.0000,0.0000,101.2097
1058111,1059945,1833.37500000,1.2660,1.2493,1.2498,2.3840,93.3198,358.0432,0.0000,0.0000,0.0000,95.9918
1058111,1059956,1844.50000000,1.2659,1.2499,1.2499,2.3499,90.6366,358.0038,0.0000,0.0000,0.0000,93.3198
1058111,1059967,1855.50000000,1.2659,1.2499,1.2499,2.3499,90.6366,358.0038,0.0000,0.0000,0.0000,93.3198
1058111,1059978,1866.62500000,1.2654,1.2481,1.2511,2.2715,85.1791,358.0043,0.0000,0.0000,0.0000,87.9453
1058111,1059989,1877.75000000,1.2655,1.2477,1.2512,2.1512,82.4418,358.0408,0.0000,0.0000,0.0000,85.1791
1058111,1060000,1888.87500000,1.2655,1.2489,1.2516,2.2181,79.7885,358.0147,0.0000,0.0000,0.0000,82.4418
1058111,1060011,1900.00000000,1.2654,1.2492,1.2520,2.2041,77.0872,358.0473,0.0000,0.0000,0.0000,79.7885
1058111,1060022,1911.12500000,1.2654,1.2488,1.2523,2.0662,74.4234,357.9565,0.0000,0.0000,0.0000,77.0872
1058111,1060033,1922.25000000,1.2654,1.2490,1.2526,2.1329,71.7406,358.0458,0.0000,0.0000,0.0000,74.4234
1058111,1060044,1933.25000000,1.2651,1.2473,1.2530,2.0850,69.1289,358.0032,0.0000,0.0000,0.0000,71.7406
1058111,1060056,1944.37500000,1.2650,1.2479,1.2534,2.0007,66.4588,357.9986,0.0000,0.0000,0.0000,69.1289
1058111,1060067,1955.50000000,1.2650,1.2479,1.2534,2.0007,66.4588,357.9986,0.0000,0.0000,0.0000,69.1289
1058111,1060078,1966.62500000,1.2646,1.2499,1.2540,1.9842,61.1343,358.0313,0.0000,0.0000,0.0000,63.8443
1058111,1060089,1977.75000000,1.2646,1.2499,1.2540,1.9842,61.1343,358.0313,0.0000,0.0000,0.0000,63.8443
1058111,1060100,1988.87500000,1.2645,1.2494,1.2544,1.9079,58.5980,358.0381,0.0000,0.0000,0.0000,61.1343
1058111,1060111,2000.00000000,1.2641,1.2491,1.2553,1.8174,53.6534,357.9554,0.0000,0.0000,0.0000,56.1824
1058111,1060122,2011.12500000,1.2642,1.2494,1.2554,1.6992,51.2205,358.0079,0.0000,0.0000,0.0000,53.6534
1058111,1060133,2022.12500000,1.2642,1.2494,1.2554,1.6992,51.2205,358.0079,0.0000,0.0000,0.0000,53.6534
1058111,1060144,2033.25000000,1.2630,1.2468,1.2558,1.6389,46.3788,358.1262,0.0000,0.0000,0.0000,48.8889
1058111,1060156,2044.50000000,1.2627,1.2454,1.2561,1.6299,44.1518,358.0825,0.0000,0.0000,0.0000,46.3788
1058111,1060167,2055.62500000,1.2627,1.2454,1.2561,1.6299,44.1518,358.0825,0.0000,0.0000,0.0000,46.3788
1058111,1060178,2066.75000000,1.2623,1.2462,1.2564,1.5267,39.6699,358.1197,0.0000,0.0000,0.0000,41.9628
1058111,1060189,2077.87500000,1.2623,1.2462,1.2564,1.5267,39.6699,358.1197,0.0000,0.0000,0.0000,41.9628
1058111,1060200,2089.00000000,1.2622,1.2480,1.2563,1.6393,37.5113,358.1621,0.0000,0.0000,0.0000,39.6699
1058111,1060211,2100.00000000,1.2616,1.2486,1.2564,1.5947,33.2320,358.1709,0.0000,0.0000,0.0000,35.3278
1058111,1060222,2111.12500000,1.2616,1.2486,1.2564,1.5947,33.2320,358.1709,0.0000,0.0000,0.0000,35.3278
1058111,1060233,2122.25000000,1.2614,1.2499,1.2567,1.5020,31.0552,358.3490,0.0000,0.0000,0.0000,33.2320
1058111,1060245,2133.37500000,1.2612,1.2490,1.2569,1.4750,29.0257,358.2988,0.0000,0.0000,0.0000,31.0552
1058111,1060256,2144.50000000,1.2611,1.2511,1.2575,1.3311,24.9164,358.4751,0.0000,0.0000,0.0000,27.0195
1058111,1060267,2155.62500000,1.2611,1.2511,1.2575,1.3311,24.9164,358.4751,0.0000,0.0000,0.0000,27.0195
1058111,1060278,2166.75000000,1.2611,1.2495,1.2579,1.3690,22.9419,358.4644,0.0000,0.0000,0.0000,24.9164
1058111,1060289,2177.87500000,1.2605,1.2474,1.2583,1.1957,20.9666,358.5561,0.0000,0.0000,0.0000,22.9419
1058111,1060300,2188.87500000,1.2603,1.2475,1.2580,1.1929,19.0478,358.5545,0.0000,0.0000,0.0000,20.9666
1058111,1060311,2200.00000000,1.2598,1.2492,1.2578,1.1588,17.1199,358.5347,0.0000,0.0000,0.0000,19.0478
1058111,1060322,2211.12500000,1.2588,1.2477,1.2575,1.0852,15.1697,358.5708,0.0000,0.0000,0.0000,17.1199
1058111,1060333,2222.25000000,1.2584,1.2485,1.2577,1.0455,13.2399,358.5827,0.0000,0.0000,0.0000,15.1697
1058111,1060345,2233.37500000,1.2581,1.2490,1.2576,1.0451,11.4157,358.5765,0.0000,0.0000,0.0000,13.2399
1058111,1060356,2244.50000000,1.2581,1.2490,1.2574,0.9844,9.4580,358.6031,0.0000,0.0000,0.0000,11.4157
1058111,1060367,2255.62500000,1.2576,1.2487,1.2579,0.9239,7.5993,358.5794,0.0000,0.0000,0.0000,9.4580
1058111,1060378,2266.62500000,1.2579,1.2495,1.2581,0.8804,5.6176,358.6653,0.0000,0.0000,0.0000,7.5993
1058111,1060389,2277.75000000,1.2575,1.2507,1.2580,0.8691,3.7091,358.7129,0.0000,0.0000,0.0000,5.6176
1058111,1060400,2288.87500000,1.2573,1.2502,1.2583,0.7567,1.8927,358.6536,0.0000,0.0000,0.0000,3.7091
1058111,1060411,2300.00000000,1.2574,1.2503,1.2585,0.7945,359.9916,358.7854,0.0000,0.0000,0.0000,1.8927
1058111,1060422,2311.12500000,1.2574,1.2507,1.2583,0.8140,358.1642,358.7924,0.0000,0.0000,0.0000,359.9916
1058111,1060433,2322.25000000,1.2575,1.2506,1.2586,0.6463,356.4625,358.7825,0.0000,0.0000,0.0000,358.1642
1058111,1060445,2333.37500000,1.2573,1.2521,1.2585,0.7270,354.6406,358.8044,0.0000,0.0000,0.0000,356.4625
1058111,1060456,2344.50000000,1.2568,1.2509,1.2580,0.6590,352.8307,358.9344,0.0000,0.0000,0.0000,354.6406
1058111,1060467,2355.50000000,1.2564,1.2521,1.2584,0.5039,351.1064,358.9399,0.0000,0.0000,0.0000,352.8307
1058111,1060478,2366.62500000,1.2554,1.2490,1.2581,0.4913,349.3606,359.0442,0.0000,0.0000,0.0000,351.1064
1058111,1060489,2377.75000000,1.2551,1.2492,1.2579,0.4827,347.6201,359.1231,0.0000,0.0000,0.0000,349.3606
1058111,1060500,2388.87500000,1.2551,1.2483,1.2573,0.4871,345.9382,359.1444,0.0000,0.0000,0.0000,347.6201
